Year Collected,Month Collected,Day Collected,Time of Day,Locality,Longitude,Latitude,Notes,Marked Individual,Location ID,Date Encounter Submitted,Has Left Spot Image,Has Right Spot Image
2022,3,27,,"Casino Point, Catalina Island",33.349055,-118.324805,"GSB has a hook in its mouth. GSB was near the bottom, just 10 ft away from the stairs.",GSB541,Catalina Island- Casino Point,2022-03-31T17:27:05.766,true,false
2022,3,13,,Santa Catalina Island,33.349055,-118.324805,"One GSB that stayed very close to us and swam in circles around us from 45 feet deep until we were very shallow. Not afraid at all. High tide at 7 am, small rolling swells, one dive boat anchored near by. We were a total of 10 divers conducting training dive to Extreme Snailing wreck, max depth 60 ft.",GSB537,Catalina Island,2022-03-14T00:42:08.404,true,true
2022,2,20,,La Jolla Cove,32.851022,-117.272260,,GSB536,La Jolla Cove,2022-02-22T20:56:07.243,true,false
2022,2,3,19:15,"Redondo Beach Pier (Veteran's Park Dive Site), Redondo Beach, CA",33.83625308224528,-118.4069987,,GSB534,Redondo Beach,2022-02-05T19:13:39.045,true,true
2021,12,20,,"Redondo Beach Pier (Veteran's Park Dive Site), Redondo Beach, CA",33.83625308224528,-118.4069987,,GSB501,Redondo Beach,2021-12-22T03:05:01.204,true,false
2021,11,27,,Huntington State Beach,33.624983,-117.9741899,"About 150 pound class adult Giant Sea Bass. The fish had swum part way through what looked like a large-diameter Frizby ring or maybe one of the metal bands that you sometimes find on 50-gallon metal drums. The ring had stopped right at the pectoral fins behind the operculum, trapping one pectoral fin so that it was immobile. The top of the ring was cutting horribly several inches into the top of the fish.",GSB490,Huntington Beach,2021-12-08T06:52:33.037,true,false
2021,11,21,8:47,La Jolla Cove,32.851022,-117.272260,Pictures are of same GSB. GSB was swimming in a circle(ish) in the same spot over and over . No other GSB in the area (visibility was very good that day),GSB523,La Jolla Cove,2021-12-15T22:27:02.134,false,false
2021,11,13,,,33.461908,-118.505058,"This was the only giant sea bass I saw on this dive, but other divers spotted more giant sea bass on this same dive.",GSB483,Catalina Island- Eagle Reef,2021-11-15T00:14:31.108,true,false
2021,11,12,,La Jolla Ecological Reserve - La Jolla Cove,32.851022,-117.272260,Found around 7:40am in the middle of the cove towards the rock pile.,GSB488,La Jolla Cove,2021-12-02T07:10:27.269,true,false
2021,11,5,11:30,"WIES Pipeline, Catalinna",33.4466630319562,-118.485134,,GSB136,Catalina Island- frontside,2021-11-09T16:48:25.786,true,false
2021,10,6,,Catalina,33.413620,-118.380270,,GSB169,Catalina Island- Italian Gardens,2021-11-19T01:05:27.345,true,false
2021,10,1,,"The Marine Room, La Jolla, San Diego, CA",32.852914,-117.261952,"During one dive off The Marine Room, we saw two giant sea bass.  The first was a 4 cm juvenile that was in 20 feet of water, over the sand.  The adult was large (say 200+ lbs) and was found in 30 feet of water, along the edge of the La Jolla Canyon.  I have longer video footage if you need it.",GSB519,La Jolla- Marine Room,2021-10-28T19:25:42.134,true,true
2021,9,27,,Avalon UW Park,33.349055,-118.324805,You probably have these two in the database but you never know.. . - Ken,GSB223,Catalina Island- Casino Point,2021-09-29T05:06:29.364,true,true
2021,9,25,,,33.349055,-118.324805,,GSB497,Catalina Island- Casino Point,2021-12-12T06:34:24.052,true,false
2021,9,22,14:20,"Catalina Island, California",33.349055,-118.324805,Precaudal length was at least 3 ft. Swimming through kelp forest east of Catalina dive park entrance. Half way to the Sue Jac wreck within the dive park.,GSB489,Catalina Island- Casino Point,2021-11-26T23:59:33.034,true,false
2021,9,4,14:0,"Santa Cruz Island, Yellow Banks dive site",34.00761756,-119.5458957,Single bass. He looked to be at least 5 ft long. Amazing encounter,GSB481,Santa Cruz Island- Yellow Banks,2021-09-06T17:05:16.142,true,false
2021,9,4,,Santa Cruz Island,34.00761756,-119.5458957,"Single SeaBass, Looked to be about 5 ft in length. My 1st encounter with one. Amazing! Hope this info helps you protect them.",GSB481,Santa Cruz Island- Yellow Banks,2021-09-06T17:22:31.727,true,false
2021,8,28,,"Lighthouse Reef, Anacapa",34.016889,-119.358266,"I am pretty sure that this is &quot;Amy&quot;, who was spotted here previously. &quot;She&quot; hung around for the entire dive.",GSB244,Anacapa Island- Lighthouse Reef,2021-08-29T04:00:51.700,true,true
2021,8,26,15:30,Anacapa Island - Admiral's Reef,34.007750,-119.434383,"We did the dive with cameras after finishing our KFM surveys for the day, I personally had seen two pairs of GSB together during my surveys, which could have been the same pair circling around, and my coworkers had also seen (likely) the same pair, so there were for sure at least two individuals at this site this day.",GSB527,Anacapa Island- Admiral's Reef,2022-01-15T00:27:43.451,true,true
2021,8,24,8:54,Hermosa Artificial Reef,33.853667,-118.413333,Left and right sides were submitted.,GSB467,Hermosa Artificial Reef,2021-08-26T22:32:25.573,true,true
2021,8,24,8:34,Hermosa Artificial Reef,33.853667,-118.413333,Maximum number of GSB sighted at one time during this dive was 3.  . Left and right sides of this fish were submitted - Phil and I each got one side at the same time.,GSB466,Hermosa Artificial Reef,2021-08-26T22:17:38.883,true,true
2021,8,24,8:51,Hermosa Artificial Reef,33.853667,-118.413333,Three fish were the maximum number seen at this encounter.,GSB515,Hermosa Artificial Reef,2021-08-26T22:35:22.892,true,false
2021,8,24,8:38,Hermosa Artificial Reef,33.853667,-118.413333,,GSB476,Hermosa Artificial Reef,2021-08-26T22:20:22.156,true,false
2021,8,24,8:45,Hermosa Artificial Reef,33.853667,-118.413333,"Left and right sides were submitted.. Please note that the left side images show the same fish that we submitted on Aug. 8, 2021, with the file name GSB 451.  This set of images is better.",GSB468,Hermosa Artificial Reef,2021-08-26T22:27:58.257,true,true
2021,8,22,16:15,,33.349054,-118.324804,,GSB204,Catalina Island- Casino Point,2021-08-25T18:29:12.449,true,false
2021,8,15,,Catalina - Casino Point Dive Park,33.349055,-118.324805,,GSB546,Catalina Island- Casino Point,2022-04-20T04:06:52.700,true,false
2021,8,13,11:25,Anacapa; Twin Bay Point,34.01241, -119.39236,"Same giant sea bass spotted at Winfield Scott around 10am, aprox&iacute;mate dept same as twin bay. Video from Twin Bay",GSB244,Anacapa Island- Brickyard,2021-08-14T19:08:17.683,false,true
2021,8,8,12:6,Hermosa Artificial Reef,33.853667,-118.413333,,GSB473,Hermosa Artificial Reef,2021-08-14T14:48:43.530,true,false
2021,8,8,11:51,Hermosa Artificial Reef,33.853667,-118.413333,We saw this fish many times during the dive...left and right sides were submitted.,GSB353,Hermosa Artificial Reef,2021-08-14T00:10:39.621,true,true
2021,8,8,11:31,Hermosa Artificial Reef,33.853667,-118.413333,,GSB529,Hermosa Artificial Reef,2021-08-13T20:55:16.224,true,false
2021,8,8,9:40,Hermosa Artificial Reef,33.853667,-118.413333,"I wasn't sure if this could be used for pattern recognition because the tail is cut off in the image.  We didn't encounter the same fish again for a better shot, so I&quot;m submitting what we have.",GSB531,Hermosa Artificial Reef,2022-01-28T03:24:13.953,true,false
2021,8,8,9:23,Hermosa Artificial Reef,33.853667,-118.413333,"Again, I didn't send this in at the time because I wasn't sure if this fish qualified for pattern recognition because of the position it's in.",GSB319,Hermosa Artificial Reef,2022-01-28T15:17:46.429,true,false
2021,8,8,11:29,Hermosa Artificial Reef,33.853667,-118.413333,,GSB468,Hermosa Artificial Reef,2021-08-14T17:19:59.248,true,false
2021,8,6,,Anacapa Island,34.004546,-119.398734,,GSB527,Anacapa Island,2022-03-24T19:00:11.306,false,true
2021,8,2,8:20,Hermosa Artificial Reef,33.853667,-118.413333,"This observation wasn't submitted before because the fish is turning.  We were hoping to spot it again and get a flat side, but since we haven't seen it, I'll submit it as a placeholder.",GSB514,Hermosa Artificial Reef,2021-08-14T18:20:13.521,true,false
2021,8,2,7:56,Hermosa Artificial Reef,33.853667,-118.413333,"This fish, GSB 338, was encountered 2 days prior, on 2021-07-31.  Its right side is so distinctive that we intermediately recognized it and were able to get both sides.  It is one of only two fish seen that day.",GSB275,Hermosa Artificial Reef,2021-08-07T13:55:13.607,true,true
2021,8,2,,Hermosa Beach Artificial Reef,33.853668,-118.413334,"We have seen over 125 individuals at this sight. During dives with good visibility, we have seen as many as 14 at one time.",GSB275,Hermosa Artificial Reef,2021-12-22T20:25:49.205,false,true
2021,7,31,9:27,Hermosa Artificial Reef,33.853667,-118.413333,Left and right sides are submitted.,GSB310,Hermosa Artificial Reef,2021-08-07T01:56:40.062,true,true
2021,7,31,10:14,Hermosa Artificial Reef,33.853667,-118.413333,"This observation wasn't submitted before because the fish is turning. We were hoping to spot it again and get a flat side, but since we haven't seen it, I'll submit it as a placeholder.",GSB470,Hermosa Artificial Reef,2021-08-14T18:23:33.013,true,false
2021,7,31,9:41,Hermosa Artificial Reef,33.853667,-118.413333,,GSB467,Hermosa Artificial Reef,2021-08-07T02:35:40.664,true,true
2021,7,31,9:43,Hermosa Artificial Reef,33.853667,-118.413333,,GSB467,Hermosa Artificial Reef,2021-08-07T02:50:52.352,true,false
2021,7,31,9:56,Hermosa Artificial Reef,33.853667,-118.413333,Left and right sides were submitted,GSB283,Hermosa Artificial Reef,2021-08-07T02:39:50.293,true,true
2021,7,19,,Santa Cruz,34.030471,-119.765982,,GSB526,Santa Cruz Island,2022-01-06T22:41:47.356,true,false
2021,7,19,8:45,santa cruz,34.030471,-119.765982,These two guys stayed with us for about 10 minutes. The video attached has been cut to show the best views. It was not color graded to preserve spots for software analysis.,GSB359,Santa Cruz Island,2021-11-05T04:21:42.715,true,false
2021,7,19,,Santa Cruz,34.030471,-119.765982,,GSB525,Santa Cruz Island,2022-01-06T22:40:59.338,true,false
2021,7,4,9:38,,34.0150194,-119.4373481,,GSB187,Anacapa Island- Northwest Side,2021-07-12T21:50:06.390,true,false
2021,6,27,9:0,La Jolla Cove,32.851022,-117.272260,"Multiple, like 4 of them. Largest one stayed in place. A smaller one zoomed past back and forth",GSB523,La Jolla Cove,2021-12-22T08:28:06.986,true,true
2021,6,13,12:15,Casino Point Dive Park,33.349055,-118.324805,,GSB478,Catalina Island- Casino Point,2021-06-15T05:32:09.621,true,true
2021,6,6,,Terranea Resort,33.7355077754445,-118.3973622,Saw a solo GSB,GSB463,Palos Verdes- Terranea Resort,2021-06-06T21:09:08.264,false,true
2021,5,26,10:43,"Yellow Banks, Santa Cruz Island",33.9872,-119.560717,"just one, but it hung with us for a long time!",GSB484,Santa Cruz Island- Yellow Banks,2021-07-10T19:17:12.594,true,false
2021,5,26,,Catalina,33.413620,-118.380270,,GSB503,Catalina Island- Italian Gardens,2021-11-19T01:08:36.595,true,false
2021,5,21,,King Harbor at Redondo Beach,33.848554,-118.3979145,"Mike captured this fish on 27 November 2015, a 37.5mm (1 3/8 inch) and 1.42 gram brown-phase young-of-the-year Giant Sea Bass next to Newport Pier in Orange County and brought it to Heal the Bay Aquarium beneath Santa Monica Pier for his original spot pattern study. They released the fish into King Harbor at Redondo Beach on May 21, 2021, about 5 1/2 years after capture.. . Before the release, Dr. Anderson of CSU Long Beach's Shark Lab inserted one of the large acoustic transmitters that they use for White Sharks. On 22 May 2021, the fish's fork length was 91 cm (36 inches), and it weighed 14.3 kg (31.5 lbs).. . The fish was released at exactly 1000 hours on 22 May 2021 at the end of the westernmost King Harbor Yacht Club dock at 33.848554&ordm; N X -118.401371&ordm; W. The fish descended into about 10 feet of water.",GSB462,Redondo Beach,2021-05-29T00:05:02.514,true,true
2021,5,18,10:35,"Two Harbors, CA",33.443780,-118.495192,,GSB136,Catalina Island- Isthmus Cove,2021-05-18T19:51:24.061,true,true
2021,4,29,9:32,South East section of La Jolla Canyon.  Depth-38.0m. Temp-13.61C,32.851022,-117.272260,"This was an ROV dive with a Sofar Trident, practicing live dive internet stream with San Diego MPA Collaborative members.  Video of the dive is here 4:00 minutes in.... https://youtu.be/OOdCmVcUjzA",GSB505,La Jolla Cove,2021-05-07T01:14:46.265,true,false
2021,4,29,,La Jolla Canyon,32.859660,-117.259567,We spotted one Giant Sea Bass in La Jolla Canyon. It was investigating the camera.,GSB509,La Jolla Shores,2021-04-29T22:52:10.979,true,false
2021,4,25,12:0,Catalina Island,33.4409,-118.4625,,GSB188,Catalina Island- Rock Quarry,2021-11-13T18:03:05.181,true,false
2021,4,1,,Catalina Island Dive Park,33.3879,-118.4163 ,,GSB136,Catalina Island,2022-03-24T19:12:21.104,true,false
2021,2,11,9:44,Hermosa Artificial Reef,33.853667,-118.413333,We recognized this fish several times throughout the dive due to it's unusual second dorsal fin.,GSB458,Hermosa Artificial Reef,2021-02-15T00:26:41.140,true,false
2021,2,11,10:10,Hermosa Artificial Reef,33.853667,-118.413333,,GSB337,Hermosa Artificial Reef,2021-02-14T23:50:10.910,true,false
2021,2,11,9:38,Hermosa Artificial Reef,33.853667,-118.413333,2,HERART014,Hermosa Artificial Reef,2021-02-15T01:31:36.435,true,false
2021,2,11,9:41,Hermosa Artificial Reef,33.853667,-118.413333,"This is a re-submission of previous, separate screen shots.  GSB 333 is actually the other side of GSB 332.",GSB397,Hermosa Artificial Reef,2021-02-15T02:38:31.434,true,true
2021,2,11,9:30,Hermosa Artificial Reef,33.853667,-118.413333,2,GSB353,Hermosa Artificial Reef,2021-02-15T01:09:50.454,true,false
2021,2,11,9:20,Hermosa Artificial Reef,33.853667,-118.413333,"On this dive, 5 GSB were the maximum seen at one time. . Left and right sides were submitted.",GSB353,Hermosa Artificial Reef,2021-02-14T23:35:18.788,true,true
2021,2,11,9:39,Hermosa Artificial Reef,33.853667,-118.413333,2,GSB457,Hermosa Artificial Reef,2021-02-15T02:18:48.776,true,false
2021,2,11,9:41,Hermosa Artificial Reef,33.853667,-118.413333,,HERART001,Hermosa Artificial Reef,2021-02-15T00:31:57.538,true,false
2021,2,10,11:6,Hermosa Artificial Reef,33.853667,-118.413333,Left and right sides were submitted.,GSB288,Hermosa Artificial Reef,2021-02-11T03:31:00.524,true,true
2021,2,9,10:34,Hermosa Artificial Reef,33.853667,-118.413333,Left and right sides were submitted.,GSB381,Hermosa Artificial Reef,2021-02-11T03:17:30.847,true,true
2021,1,9,14:0,Three Fingers off Point Loma,32.71037712,-117.2772155,We actually saw two GSB.  Only this one came close enough to get video the other one stayed just out of sight.,GSB471,"Point Loma, Three Fingers",2021-01-10T19:49:10.440,true,false
2020,12,23,17:50,"La Jolla Shores, V Point",32.849477,-117.291943,,GSB410,La Jolla,2020-12-30T17:38:36.236,true,true
2020,12,23,18:50,"La Jolla Shores, V Point",32.859660,-117.259567,,GSB411,La Jolla Shores,2020-12-30T17:40:19.276,true,true
2020,10,31,,"Redondo Beach, Veteran's Park",33.837588,-118.396620,"saw two different juveniles twice during the 57 min dive, both about 24' deep, nearly directly out from the stairs at the south end of the parking area (main stairs divers use)",GSB393,Redondo Beach,2020-11-01T02:05:47.584,true,true
2020,10,31,,Veteran's Park Redondo Beach,33.837588,-118.396620,"this was the second of two baby giants we saw at Vet's today on our afternoon dive . both were spotted at the same time, about 15-20' apart at 23-24' deep nearly directly off the stairs at the south end of the parking lot.",GSB407,Redondo Beach,2020-11-01T02:12:42.976,true,true
2020,10,30,,"Two Harbor, Catalina Island",33.3879,-118.4163 ,,GSB136,Catalina Island,2022-03-25T18:08:23.778,true,false
2020,10,29,10:18,Hermosa Artificial Reef,33.853667,-118.413333,,GSB156,Hermosa Artificial Reef,2020-11-04T02:17:32.297,true,false
2020,10,29,10:22,Hermosa Artificial Reef,33.853667,-118.413333,,GSB274,Hermosa Artificial Reef,2020-11-04T02:24:17.057,true,false
2020,10,29,9:34,Hermosa Artificial Reef,33.853667,-118.413333,Left and right sides were submitted.,GSB399,Hermosa Artificial Reef,2020-11-04T02:09:11.668,true,true
2020,10,28,8:48,Hermosa Artificial Reef,33.853667,-118.413333,5,GSB394,Hermosa Artificial Reef,2020-11-03T23:15:34.803,true,true
2020,10,28,9:26,Hermosa Artificial Reef,33.853667,-118.413333,"Left and right sides were submitted.  Sorry, these are out of focus because I accidentally hit the &quot;manual focus&quot; button.",GSB380,Hermosa Artificial Reef,2020-11-04T00:24:45.324,true,true
2020,10,28,8:50,Hermosa Artificial Reef,33.853667,-118.413333,,GSB288,Hermosa Artificial Reef,2020-11-03T23:26:01.881,true,false
2020,10,28,9:3,Hermosa Artificial Reef,33.853667,-118.413333,,GSB260,Hermosa Artificial Reef,2020-11-04T00:19:45.408,true,false
2020,10,28,9:0,Hermosa Artificial Reef,33.853667,-118.413333,Left and right sides were submitted.,GSB260,Hermosa Artificial Reef,2020-11-04T00:12:38.554,true,true
2020,10,28,8:45,Hermosa Artificial Reef,33.853667,-118.413333,5,GSB279,Hermosa Artificial Reef,2020-11-03T22:53:40.075,true,true
2020,10,25,,"Redondo Beach, by 359 Esplanade Parking",33.837588,-118.396620,,GSB393,Redondo Beach,2020-10-30T01:19:20.991,true,true
2020,10,24,17:30,"La Jolla Shores, V Point",32.859660,-117.259567,,GSB413,La Jolla Shores,2020-12-30T17:44:10.731,true,false
2020,9,27,,Anacapa Island- East Fish Camp,34.004500,-119.385783,"I bet you have tons of photos of this friendly fellow, but hey why not some more.",GSB244,Anacapa Island- East Fish Camp,2020-10-03T01:48:23.905,true,true
2020,9,22,12:46,"Catalina Island, CA",33.349055,-118.324805,,GSB585,Catalina Island- Casino Point,2022-11-06T03:26:37.127,true,false
2020,9,22,2:17,"Catalina Island, CA",33.349055,-118.324805,,GSB586,Catalina Island- Casino Point,2022-11-06T03:19:44.048,true,false
2020,9,21,,Casino Point,33.349055,-118.324805,GSB360 was seen courting with GSB383 on this same dive.YouTube link: https://www.youtube.com/watch?v=RmZaeeTGWY8&feature=youtu.be&ab_channel=KenKurtis,GSB360,Catalina Island- Casino Point,2020-09-30T18:58:44.005,true,true
2020,9,21,,Casino Point,33.349055,-118.324805,GSB383 was seen courting with GSB360 on this same dive.YouTube link: https://www.youtube.com/watch?v=RmZaeeTGWY8&feature=youtu.be&ab_channel=KenKurtis,GSB383,Catalina Island- Casino Point,2020-09-30T19:01:43.016,true,false
2020,9,20,11:0,Catalina Island Casino Dive Park,33.349055,-118.324805,,GSB023,Catalina Island- Casino Point,2020-12-30T17:51:07.920,true,false
2020,9,11,10:0,"Anacapa Island; West end, south side near Rat Rock",34.01327401608859,-119.4442787,Encountered 2 Black Sea Bass during this dive but this individual kept circling close by for 10 to 15 and followed us during our return to the boat.,GSB382,Anacapa Island- Rat Rock,2020-09-13T01:12:31.133,true,false
2020,9,7,11:1,Hermosa Artificial Reef,33.853667,-118.413333,Two fish were in sight but not courting.  One left the scene but this one stayed under the piling for more than a minute before it finally turned and let me photograph its right side.  Both left and right sides were submitted.,GSB379,Hermosa Artificial Reef,2020-09-08T21:03:25.956,true,true
2020,9,5,11:30,Hermosa Artificial Reef,33.853667,-118.413333,Both left and right sides were submitted.,GSB385,Hermosa Artificial Reef,2020-09-08T20:35:46.266,true,false
2020,9,5,11:30,Hermosa Artificial Reef,33.853667,-118.413333,Both left and right sides were submitted.,GSB270,Hermosa Artificial Reef,2020-09-08T19:15:29.076,true,true
2020,9,5,11:30,Hermosa Artificial Reef,33.853667,-118.413333,Both left and right sides were submitted.,GSB384,Hermosa Artificial Reef,2020-09-08T20:38:17.255,true,true
2020,9,5,11:30,Hermosa Artificial Reef,33.853667,-118.413333,Both left and right sides were submitted.,GSB308,Hermosa Artificial Reef,2020-09-08T19:33:06.159,true,true
2020,9,5,11:30,Hermosa Artificial Reef,33.853667,-118.413333,,GSB386,Hermosa Artificial Reef,2020-09-08T19:39:27.773,true,false
2020,9,5,11:30,Hermosa Artificial Reef,33.853667,-118.413333,,GSB388,Hermosa Artificial Reef,2020-09-08T19:10:15.618,true,false
